orig_area,fov_area,area_ratio,area_delta
0.1063063063063063,0.25118318318318317,2.362824858757062,0.14487687687687686
0.027664,0.05192533333333333,1.8770001927896662,0.02426133333333333
0.475444776119403,0.658979104477612,1.3860265956778886,0.183534328358209
0.35511897106109325,0.5714212218649518,1.6090979880842435,0.21630225080385856
0.5299946666666666,0.704976,1.330156781451889,0.17498133333333343
0.4179698795180723,0.6554698795180723,1.5682227635011459,0.23750000000000004
0.021610619469026548,0.0408377581120944,1.8897078897078898,0.01922713864306785
0.39172266666666666,0.5915733333333333,1.5101840758087353,0.19985066666666662
0.029829333333333333,0.05921066666666667,1.9849812265331666,0.029381333333333336
0.5939946666666667,0.7851253333333333,1.3217716881857524,0.19113066666666667
0.06818666666666667,0.15097066666666667,2.21407899882675,0.082784
0.019573573573573574,0.03697897897897898,1.8892298250997237,0.017405405405405402
0.23860790273556232,0.425677811550152,1.7840055030445086,0.18706990881458968
0.0036630669546436284,0.006863930885529158,1.8738207547169812,0.0032008639308855292
0.2882133333333333,0.407264,1.4130643967431533,0.1190506666666667
0.47813855421686746,0.6841144578313253,1.430787063285079,0.20597590361445783
0.7005301204819278,0.880656626506024,1.2571288525041275,0.1801265060240963
0.12962162162162164,0.3092792792792793,2.3860161245482345,0.17965765765765765
0.03398802395209581,0.09074850299401198,2.670014094432699,0.05676047904191617
0.24447447447447448,0.4772252252252252,1.9520452032919786,0.23275075075075072
0.09599466666666667,0.16978666666666667,1.7687093727429302,0.073792
0.042498498498498495,0.08836636636636637,2.07928208027134,0.045867867867867874
0.042362666666666667,0.076448,1.8046078307944102,0.034085333333333336
0.024341333333333333,0.06303466666666667,2.5896143733567047,0.038693333333333337
0.021734939759036145,0.050060240963855425,2.3032150776053215,0.02832530120481928
0.15127927927927928,0.3324984984984985,2.197911703986025,0.1812192192192192
0.04653254437869823,0.1167810650887574,2.509664292980671,0.07024852071005916
0.040218666666666666,0.07578133333333334,1.8842328603633471,0.03556266666666667
0.17171260997067447,0.36960117302052786,2.1524404822898524,0.1978885630498534
0.5403626666666667,0.752928,1.3933753133697864,0.21256533333333338
0.4138018018018018,0.6342282282282282,1.532685999593602,0.2204264264264264
0.12922340425531914,0.28211170212765957,2.1831316374413436,0.15288829787234043
0.595355223880597,0.7616477611940299,1.2793164998696376,0.16629253731343285
0.1744144144144144,0.35444444444444445,2.0321969696969697,0.18003003003003004
0.25368,0.4586133333333333,1.8078419005571322,0.2049333333333333
0.5145671641791045,0.7094626865671642,1.3787562362222994,0.19489552238805963
0.13107792207792207,0.3167142857142857,2.4162290696522346,0.18563636363636365
0.165212,0.27172,1.644674720964579,0.10650800000000002
0.04223466666666666,0.07970133333333333,1.887106957949236,0.03746666666666667
0.24483733333333332,0.404096,1.65046724900342,0.1592586666666667
0.14746133333333333,0.32221333333333335,2.1850699844479005,0.17475200000000002
0.2276936936936937,0.43206006006006004,1.8975495238848883,0.20436636636636635
0.42523123123123124,0.6406126126126126,1.5065041454216748,0.21538138138138135
0.08671686746987951,0.2157289156626506,2.4877387981938175,0.12901204819277107
0.029898666666666667,0.06369066666666667,2.1302176239743136,0.033792
0.05639039039039039,0.13583183183183184,2.408776227500266,0.07944144144144144
0.22376943699731902,0.40623056300268096,1.8153978865645892,0.18246112600536193
0.030992,0.06505066666666667,2.098950266735502,0.034058666666666675
0.032219251336898395,0.06118716577540107,1.8990871369294606,0.028967914438502676
0.11804266666666667,0.26685333333333333,2.2606515158360816,0.14881066666666665
0.06548266666666666,0.09947733333333333,1.5191399250692297,0.03399466666666667
0.051706666666666665,0.07508266666666667,1.4520887055183085,0.023376000000000008
0.045381333333333336,0.09466133333333333,2.0859090374897167,0.04928
0.12648533333333334,0.13698133333333334,1.0829819531118232,0.010496000000000005
