orig_area,fov_area,area_ratio,area_delta
0.1063063063063063,0.1841831425598335,1.7325702393340272,0.0778768362535272
0.027664,0.05397502601456816,1.951092611862643,0.02631102601456816
0.475444776119403,0.7972216441207076,1.6767912577095887,0.3217768680013046
0.35511897106109325,0.5063163371488033,1.4257653868390452,0.15119736608771006
0.5299946666666666,0.8793236212278877,1.6591178676538023,0.34932895456122104
0.4179698795180723,0.6964516129032258,1.6662722531734788,0.2784817333851535
0.021610619469026548,0.03811654526534859,1.7637877211238293,0.016505925796322044
0.39172266666666666,0.7091779396462019,1.8104082300901707,0.31745527297953524
0.029829333333333333,0.058199791883454734,1.951092611862643,0.0283704585501214
0.5939946666666667,0.8456191467221644,1.4236140392767238,0.25162448005549776
0.06818666666666667,0.1330385015608741,1.951092611862643,0.06485183489420743
0.019573573573573574,0.03391259105098855,1.732570239334027,0.014339017477414978
0.23860790273556232,0.4084391259105099,1.7117585848074923,0.1698312231749476
0.0036630669546436284,0.00882414151925078,2.40894901144641,0.005161074564607152
0.2882133333333333,0.5070759625390219,1.7593771831248446,0.21886262920568855
0.47813855421686746,0.6715712799167534,1.4045537093671625,0.1934327256998859
0.7005301204819278,0.9365452653485952,1.3369093461738681,0.23601514486666741
0.12962162162162164,0.22457856399583767,1.732570239334027,0.09495694237421604
0.03398802395209581,0.05906347554630593,1.7377731529656606,0.025075451594210117
0.24447447447447448,0.4235691987513007,1.732570239334027,0.17909472427682624
0.09599466666666667,0.18729448491155046,1.9510926118626428,0.09129981824488378
0.042498498498498495,0.07363163371488034,1.7325702393340272,0.031133135216381842
0.042362666666666667,0.08265348595213319,1.951092611862643,0.040290819285466524
0.024341333333333333,0.04749219562955255,1.951092611862643,0.023150862296219217
0.021734939759036145,0.03754422476586888,1.7273673257023932,0.01580928500683274
0.15127927927927928,0.26210197710718003,1.732570239334027,0.11082269782790075
0.04653254437869823,0.08183142559833506,1.7585848074921955,0.035298881219636834
0.040218666666666666,0.07847034339229969,1.9510926118626433,0.038251676725633024
0.17171260997067447,0.30465140478668057,1.774193548387097,0.1329387948160061
0.5403626666666667,0.8459625390218523,1.5655458661501145,0.3055998723551856
0.4138018018018018,0.7039334027055151,1.7011366302427975,0.29013160090371326
0.12922340425531914,0.2527991675338189,1.9562955254942769,0.12357576327849978
0.595355223880597,0.9324557752341311,1.5662175081899377,0.3371005513535341
0.1744144144144144,0.30218522372528617,1.7325702393340272,0.12777080931087176
0.25368,0.4949531737773153,1.9510926118626428,0.24127317377731528
0.5145671641791045,0.8601873048907388,1.6716715810325877,0.34562014071163427
0.13107792207792207,0.0,0.0,-0.13107792207792207
0.165212,0.4279916753381894,2.590560463756806,0.26277967533818936
0.04223466666666666,0.08240374609781477,1.951092611862643,0.04016907943114811
0.24483733333333332,0.4777003121748179,1.9510926118626433,0.23286297884148457
0.14746133333333333,0.28771071800208114,1.951092611862643,0.1402493846687478
0.2276936936936937,0.3944953173777315,1.732570239334027,0.16680162368403784
0.42523123123123124,0.6599687825182102,1.5520233088414288,0.23473755128697898
0.08671686746987951,0.14979188345473465,1.7273673257023934,0.06307501598485514
0.029898666666666667,0.058335067637877214,1.951092611862643,0.028436400971210547
0.05639039039039039,0.0977003121748179,1.732570239334027,0.0413099217844275
0.22376943699731902,0.43426638917793964,1.9406867845993758,0.21049695218062062
0.030992,0.060468262226847036,1.9510926118626433,0.029476262226847037
0.032219251336898395,0.06269510926118627,1.9458896982310094,0.03047585792428787
0.11804266666666667,0.23031217481789804,1.951092611862643,0.11226950815123136
0.06548266666666666,0.1181165452653486,1.803783371660927,0.05263387859868193
0.051706666666666665,0.08772112382934444,1.6965147723571,0.036014457162677774
0.045381333333333336,0.08854318418314255,1.9510926118626428,0.04316185084980922
0.12648533333333334,0.2081477627471384,1.6456276570706885,0.08166242941380505
0.10414507772020726,0.18401664932362122,1.766926035793975,0.07987157160341396
0.011189333333333334,0.021664932362122788,1.9362129732593052,0.010475599028789454
0.015162666666666666,0.029583766909469303,1.951092611862643,0.014421100242802637
0.07305066666666667,0.13801248699271593,1.889270738930732,0.06496182032604926
0.018549333333333334,0.03619146722164412,1.9510926118626428,0.017642133888310783
0.04226666666666667,0.07840790842872009,1.8550766978403805,0.03614124176205342
0.16484722222222223,0.35951092611862645,2.1808734249339543,0.19466370389640422
0.01224,0.02388137356919875,1.9510926118626433,0.011641373569198752
0.025813333333333334,0.04793964620187305,1.8571660460436357,0.022126312868539715
0.04893734335839599,0.0868366285119667,1.7744450873847546,0.037899285153570716
0.050896,0.09842872008324662,1.9339185806988097,0.04753272008324662
0.08373866666666667,0.15167533818938606,1.811293924623265,0.06793667152271939
0.0562,0.0977003121748179,1.7384397184131297,0.041500312174817894
0.02494736842105263,0.0472840790842872,1.8953533810157317,0.02233671066323457
0.031456,0.0613735691987513,1.9510926118626433,0.029917569198751305
0.154448,0.29467221644120706,1.9079056798482794,0.14022421644120706
0.026389333333333334,0.05148803329864724,1.951092611862643,0.025098699965313907
0.091368,0.2074089490114464,2.270039280836249,0.1160409490114464
0.0697984886649874,0.12750260145681583,1.8267243875263761,0.057704112791828424
0.04801066666666667,0.0936732570239334,1.9510926118626433,0.04566259035726674
0.1316779220779221,0.23062434963579603,1.7514276197290015,0.09894642755787394
