filename,rel_bbox_width,gx_rel,gy_rel
ILSVRC2012_val_00000001.JPEG,0.6567868957519531,0.5135902752427539,0.3758099827212772
ILSVRC2012_val_00000002.JPEG,0.909813850402832,0.6288316139061617,0.25210363670623703
ILSVRC2012_val_00000003.JPEG,0.6893471908569336,0.47995175280328245,0.6254556308443482
ILSVRC2012_val_00000004.JPEG,0.6884981994628906,0.5233371552831867,0.3761623669730816
ILSVRC2012_val_00000005.JPEG,0.8009313850402832,0.5152311403397405,0.2704858325557612
ILSVRC2012_val_00000006.JPEG,0.5039944000244141,0.4438690502793296,0.6623718727228564
ILSVRC2012_val_00000007.JPEG,0.8051840209960938,0.6016081381889413,0.5109299031711307
ILSVRC2012_val_00000008.JPEG,0.9300134944915771,0.5275198302356213,0.3493438053888807
ILSVRC2012_val_00000009.JPEG,0.8939092814127604,0.5898589059310448,0.5291882690038766
ILSVRC2012_val_00000010.JPEG,0.9945117440223694,0.4678941129498582,0.44290433314058614
ILSVRC2012_val_00000011.JPEG,0.6444477844238281,0.6328314592449373,0.5601121909026152
ILSVRC2012_val_00000012.JPEG,0.7521793274879456,0.3318279600831818,0.3695666253911043
ILSVRC2012_val_00000013.JPEG,0.8178233032226563,0.5904831082381007,0.5747134355872668
ILSVRC2012_val_00000014.JPEG,0.7960184783935547,0.48154560234566623,0.505603104480644
ILSVRC2012_val_00000015.JPEG,0.5899463038290701,0.6931467289434526,0.2894202095083759
ILSVRC2012_val_00000016.JPEG,0.8734181137084961,0.5161749823139752,0.5601269029013579
ILSVRC2012_val_00000017.JPEG,0.14386822509765626,0.9413715078951935,0.3100130718954248
ILSVRC2012_val_00000018.JPEG,0.4246703796386719,0.5014887871316192,0.4274958318656804
ILSVRC2012_val_00000019.JPEG,0.9054097061157227,0.5240988966588968,0.6035409410342744
ILSVRC2012_val_00000020.JPEG,0.9739361770153045,0.5,0.5
ILSVRC2012_val_00000021.JPEG,0.2823321533203125,0.6970380214101145,0.3295454042081949
ILSVRC2012_val_00000022.JPEG,0.07144734700520833,0.8966228710462287,0.5231386861313868
ILSVRC2012_val_00000023.JPEG,0.2601582859399793,0.3954796557572516,0.5746196637882028
ILSVRC2012_val_00000024.JPEG,0.6828611755371093,0.4866875285189366,0.4119185058879096
ILSVRC2012_val_00000025.JPEG,0.49352154541015625,0.5472911958914161,0.4371192956713133
ILSVRC2012_val_00000026.JPEG,0.8609473368326823,0.5125497585519873,0.2700517340357276
ILSVRC2012_val_00000027.JPEG,0.33135498046875,0.6221770802042655,0.55359789582745
ILSVRC2012_val_00000028.JPEG,0.9304888610839843,0.6047776722477003,0.5508569932232158
ILSVRC2012_val_00000029.JPEG,0.7440032958984375,0.6043983474132084,0.594007997447788
ILSVRC2012_val_00000030.JPEG,0.724468002319336,0.5018455223614234,0.41168918870685656
ILSVRC2012_val_00000031.JPEG,0.28353746032714844,0.3606540488739818,0.5100351550285581
ILSVRC2012_val_00000032.JPEG,0.9654005033969879,0.4745227184116606,0.5707203311039799
ILSVRC2012_val_00000033.JPEG,0.2949359130859375,0.5074515882127822,0.4685759793121158
ILSVRC2012_val_00000034.JPEG,0.22405352783203125,0.5208369909932767,0.5630647112085881
ILSVRC2012_val_00000035.JPEG,0.9524561166763306,0.5145983036524462,0.5298616907225311
ILSVRC2012_val_00000036.JPEG,0.15160358500480653,0.07380987593459863,0.6248954892777915
ILSVRC2012_val_00000037.JPEG,0.8980030975341797,0.4918880640465793,0.5090274772589184
ILSVRC2012_val_00000038.JPEG,0.33141925048828125,0.6844996753387299,0.5064907435464554
ILSVRC2012_val_00000039.JPEG,0.8306623186383929,0.5879435768120618,0.7306367865319631
ILSVRC2012_val_00000040.JPEG,0.31921234130859377,0.7616051179126945,0.31160662318113397
ILSVRC2012_val_00000041.JPEG,0.9958764020666521,0.5055393867134925,0.5997460468107811
ILSVRC2012_val_00000042.JPEG,0.5098325907389323,0.3930474396600815,0.8739188751149853
ILSVRC2012_val_00000043.JPEG,0.5786291198730469,0.5558714683309438,0.5135913647411606
ILSVRC2012_val_00000044.JPEG,0.7086346054077148,0.47396846212203314,0.44422504003949764
ILSVRC2012_val_00000045.JPEG,0.7970251057942709,0.6214453229024675,0.6522141646417353
ILSVRC2012_val_00000046.JPEG,0.34078378295898437,0.5045893614706842,0.40859234911441367
ILSVRC2012_val_00000047.JPEG,0.9977414426803589,0.5178359732000479,0.4270442621335725
ILSVRC2012_val_00000048.JPEG,0.9248433074951172,0.592395336479855,0.6083181296509211
ILSVRC2012_val_00000049.JPEG,0.6675557403564453,0.494375939849624,0.4799722025057192
ILSVRC2012_val_00000050.JPEG,0.46167492475665983,0.6997868263430767,0.5579477193291627
ILSVRC2012_val_00000051.JPEG,0.658666390270444,0.5748590955843543,0.3636928091531963
ILSVRC2012_val_00000052.JPEG,0.906222650607427,0.4353431840091892,0.5386700305622218
ILSVRC2012_val_00000053.JPEG,0.1382783203125,0.6825665484167651,0.590691718127272
ILSVRC2012_val_00000054.JPEG,0.9970034918785096,0.5082887133427119,0.5976787120201037
ILSVRC2012_val_00000055.JPEG,0.7327405929565429,0.5010372465703297,0.5754569649688306
ILSVRC2012_val_00000056.JPEG,0.9987017531394958,0.4481024669710921,0.5556917258246198
ILSVRC2012_val_00000057.JPEG,0.4478973693847656,0.3548522403565803,0.6274123574293151
ILSVRC2012_val_00000058.JPEG,0.12085396248299081,0.4662621215341485,0.5265922002888782
ILSVRC2012_val_00000059.JPEG,0.15799017333984375,0.8374347826086956,0.6136536994660564
ILSVRC2012_val_00000060.JPEG,0.517643788655599,0.43526376902013797,0.5078280418509944
ILSVRC2012_val_00000061.JPEG,0.5998072730170356,0.497126147600917,0.523293221406013
ILSVRC2012_val_00000062.JPEG,0.7933643417358398,0.5113489950655915,0.4974018909991952
ILSVRC2012_val_00000063.JPEG,0.8843233998616536,0.49925940041702915,0.5059085297651105
ILSVRC2012_val_00000064.JPEG,0.3668922932942708,0.47010393498118536,0.38177590331109157
ILSVRC2012_val_00000065.JPEG,0.10553422037760417,0.46195221843003414,0.5252559726962458
ILSVRC2012_val_00000066.JPEG,0.5239333038330078,0.5081786181404606,0.4503305373898208
ILSVRC2012_val_00000067.JPEG,0.7641517040776271,0.4113421323221541,0.46942877280031575
ILSVRC2012_val_00000068.JPEG,0.9981559321085612,0.5126579375579786,0.4808749486746658
ILSVRC2012_val_00000069.JPEG,0.42618655395507815,0.6965102167182663,0.6417263157894737
ILSVRC2012_val_00000070.JPEG,0.8445079435488421,0.3537899988851944,0.7349568044751332
ILSVRC2012_val_00000071.JPEG,0.9935066614151001,0.5328993154961769,0.5203550623043784
ILSVRC2012_val_00000072.JPEG,0.7578156408659263,0.30337700795635353,0.3997719186654903
ILSVRC2012_val_00000073.JPEG,0.37320302581787107,0.2156865572315883,0.5503762755102041
ILSVRC2012_val_00000074.JPEG,0.9982419147491455,0.5795440158836754,0.4516381402863344
ILSVRC2012_val_00000075.JPEG,0.41746385192871094,0.3590588187038556,0.54767835541775
ILSVRC2012_val_00000076.JPEG,0.998253781080246,0.4937031219533332,0.5017022625676134
ILSVRC2012_val_00000077.JPEG,0.4903556213378906,0.5263356237030204,0.5472780697129326
ILSVRC2012_val_00000078.JPEG,0.36776467895507814,0.5508298722670637,0.5959939745031814
ILSVRC2012_val_00000079.JPEG,0.9803703059090508,0.495531101374321,0.5859859012484494
ILSVRC2012_val_00000080.JPEG,0.9087531911321434,0.4743452281887332,0.47869242594389505
ILSVRC2012_val_00000081.JPEG,0.9737216684818267,0.40764062800384493,0.4353188507956851
ILSVRC2012_val_00000082.JPEG,0.7145325923027294,0.5455797085131048,0.6270855344236086
ILSVRC2012_val_00000083.JPEG,0.9987306544780731,0.4984803715143807,0.4981181164919181
ILSVRC2012_val_00000084.JPEG,0.2991282348632813,0.46400778658976205,0.2627464551790435
ILSVRC2012_val_00000085.JPEG,0.07427168782552084,0.5821640404040405,0.666438787878788
ILSVRC2012_val_00000086.JPEG,0.9573655148769947,0.5722388001120979,0.44344646920902003
ILSVRC2012_val_00000087.JPEG,0.8670286973317464,0.7322882174392936,0.5289344186902134
ILSVRC2012_val_00000088.JPEG,0.43403341674804685,0.5141718213058419,0.5390148911798397
ILSVRC2012_val_00000089.JPEG,0.2677478324042426,0.1952075889059044,0.49964294780977964
ILSVRC2012_val_00000090.JPEG,0.9217945022583007,0.42128929235480694,0.39954977041603834
ILSVRC2012_val_00000091.JPEG,0.7204761102199554,0.45795929244554306,0.6584812570132406
ILSVRC2012_val_00000092.JPEG,0.488302001953125,0.5019300334974177,0.5115126995636047
ILSVRC2012_val_00000093.JPEG,0.9974933426841917,0.5423214652388086,0.5863885035439691
ILSVRC2012_val_00000094.JPEG,0.4355001220703125,0.5920595953787443,0.5686725550577386
ILSVRC2012_val_00000095.JPEG,0.9140463317885543,0.4201441797840651,0.5866260898992715
